event_id,user_id,journey_id,session_id,event_timestamp_utc,event_date,touchpoint_number,total_touchpoints_in_journey,channel,channel_group,campaign,funnel_stage,event_type,utm_source,utm_medium,utm_campaign,landing_page,device,region,product_plan,ad_spend,is_conversion,conversion_id,conversion_timestamp_utc,conversion_value,customer_status
E000980,U00256,J00256,S00256_07,2026-02-28 22:27:00,2026-02-28,7,7,Direct,direct,direct_visit,Purchase,conversion,direct,none,direct_visit,/case-studies,Desktop,North,Enterprise,0.00,1,C00097,2026-02-28 22:27:00,1155.42,new
E000981,U00257,J00257,S00257_01,2026-04-03 19:57:00,2026-04-03,1,5,TikTok Ads,paid_social,creator_spark,Awareness,ad_click,tiktok,cpc,creator_spark,/demo,Mobile,South,Starter,0.78,0,,,0.00,
E000982,U00257,J00257,S00257_02,2026-04-05 07:59:00,2026-04-05,2,5,LinkedIn Ads,paid_social,b2b_leads,Consideration,lead_form_view,linkedin,cpc,b2b_leads,/case-studies,Mobile,South,Starter,2.60,0,,,0.00,
E000983,U00257,J00257,S00257_03,2026-04-06 00:24:00,2026-04-06,3,5,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/demo,Mobile,South,Starter,2.88,0,,,0.00,
E000984,U00257,J00257,S00257_04,2026-04-07 09:55:00,2026-04-07,4,5,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/features,Mobile,South,Starter,3.78,0,,,0.00,
E000985,U00257,J00257,S00257_05,2026-04-08 07:48:00,2026-04-08,5,5,Google Ads,paid_search,brand_search,Purchase,conversion,google,cpc,brand_search,/pricing,Mobile,South,Starter,1.21,1,C00098,2026-04-08 07:48:00,90.15,returning
E000986,U00258,J00258,S00258_01,2026-04-08 08:43:00,2026-04-08,1,3,Email,owned,newsletter,Decision,email_click,mailchimp,email,newsletter,/case-studies,Desktop,East,Starter,0.06,0,,,0.00,
E000987,U00258,J00258,S00258_02,2026-04-10 06:25:00,2026-04-10,2,3,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/case-studies,Desktop,East,Starter,0.00,0,,,0.00,
E000988,U00258,J00258,S00258_03,2026-04-10 14:03:00,2026-04-10,3,3,Google Ads,paid_search,competitor_search,Purchase,conversion,google,cpc,competitor_search,/blog/marketing-roi,Desktop,East,Starter,3.58,1,C00099,2026-04-10 14:03:00,85.86,new
E000989,U00259,J00259,S00259_01,2026-01-02 13:52:00,2026-01-02,1,2,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/case-studies,Mobile,South,Starter,0.00,0,,,0.00,
E000990,U00259,J00259,S00259_02,2026-01-03 20:24:00,2026-01-03,2,2,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/demo,Mobile,South,Starter,2.42,0,,,0.00,
E000991,U00260,J00260,S00260_01,2026-02-24 09:14:00,2026-02-24,1,6,Google Ads,paid_search,brand_search,Decision,search_click,google,cpc,brand_search,/case-studies,Desktop,South,Starter,1.34,0,,,0.00,
E000992,U00260,J00260,S00260_02,2026-02-26 06:53:00,2026-02-26,2,6,TikTok Ads,paid_social,creator_spark,Awareness,video_view,tiktok,cpc,creator_spark,/free-trial,Desktop,South,Starter,0.27,0,,,0.00,
E000993,U00260,J00260,S00260_03,2026-02-26 17:38:00,2026-02-26,3,6,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/pricing,Desktop,South,Starter,0.04,0,,,0.00,
E000994,U00260,J00260,S00260_04,2026-02-28 14:22:00,2026-02-28,4,6,LinkedIn Ads,paid_social,saas_trial,Consideration,ad_click,linkedin,cpc,saas_trial,/case-studies,Desktop,South,Starter,2.43,0,,,0.00,
E000995,U00260,J00260,S00260_05,2026-03-02 14:42:00,2026-03-02,5,6,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/pricing,Desktop,South,Starter,0.00,0,,,0.00,
E000996,U00260,J00260,S00260_06,2026-03-04 09:40:00,2026-03-04,6,6,Email,owned,trial_nurture,Purchase,conversion,mailchimp,email,trial_nurture,/case-studies,Desktop,South,Starter,0.05,1,C00100,2026-03-04 09:40:00,116.52,new
E000997,U00261,J00261,S00261_01,2026-01-16 12:15:00,2026-01-16,1,1,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/demo,Mobile,West,Professional,1.58,0,,,0.00,
E000998,U00262,J00262,S00262_01,2026-04-03 17:28:00,2026-04-03,1,5,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/pricing,Desktop,East,Starter,0.00,0,,,0.00,
E000999,U00262,J00262,S00262_02,2026-04-04 18:49:00,2026-04-04,2,5,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/case-studies,Tablet,East,Starter,2.04,0,,,0.00,
E001000,U00262,J00262,S00262_03,2026-04-06 19:35:00,2026-04-06,3,5,Meta Ads,paid_social,lookalike_1pct,Awareness,video_click,meta,cpc,lookalike_1pct,/case-studies,Desktop,East,Starter,0.77,0,,,0.00,
E001001,U00262,J00262,S00262_04,2026-04-08 06:39:00,2026-04-08,4,5,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/demo,Desktop,East,Starter,0.00,0,,,0.00,
E001002,U00262,J00262,S00262_05,2026-04-08 22:16:00,2026-04-08,5,5,Email,owned,newsletter,Purchase,conversion,mailchimp,email,newsletter,/features,Desktop,East,Starter,0.05,1,C00101,2026-04-08 22:16:00,86.11,returning
E001003,U00263,J00263,S00263_01,2026-02-01 14:11:00,2026-02-01,1,3,TikTok Ads,paid_social,ugc_demo,Awareness,video_view,tiktok,cpc,ugc_demo,/features,Desktop,Central,Starter,0.22,0,,,0.00,
E001004,U00263,J00263,S00263_02,2026-02-02 17:36:00,2026-02-02,2,3,TikTok Ads,paid_social,short_video_awareness,Awareness,ad_click,tiktok,cpc,short_video_awareness,/free-trial,Desktop,Central,Starter,0.79,0,,,0.00,
E001005,U00263,J00263,S00263_03,2026-02-03 07:28:00,2026-02-03,3,3,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/features,Desktop,Central,Starter,0.00,0,,,0.00,
E001006,U00264,J00264,S00264_01,2026-02-08 17:34:00,2026-02-08,1,2,TikTok Ads,paid_social,short_video_awareness,Awareness,ad_click,tiktok,cpc,short_video_awareness,/free-trial,Mobile,South,Starter,0.65,0,,,0.00,
E001007,U00264,J00264,S00264_02,2026-02-09 01:55:00,2026-02-09,2,2,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/demo,Mobile,South,Starter,1.14,0,,,0.00,
E001008,U00265,J00265,S00265_01,2026-02-17 15:25:00,2026-02-17,1,6,TikTok Ads,paid_social,short_video_awareness,Awareness,ad_click,tiktok,cpc,short_video_awareness,/free-trial,Tablet,West,Enterprise,1.02,0,,,0.00,
E001009,U00265,J00265,S00265_02,2026-02-17 22:23:00,2026-02-17,2,6,Google Ads,paid_search,high_intent_keywords,Decision,ad_click,google,cpc,high_intent_keywords,/features,Tablet,West,Enterprise,1.26,0,,,0.00,
E001010,U00265,J00265,S00265_03,2026-02-19 00:55:00,2026-02-19,3,6,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/case-studies,Tablet,West,Enterprise,0.00,0,,,0.00,
E001011,U00265,J00265,S00265_04,2026-02-20 05:54:00,2026-02-20,4,6,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/blog/marketing-roi,Tablet,West,Enterprise,2.95,0,,,0.00,
E001012,U00265,J00265,S00265_05,2026-02-22 04:55:00,2026-02-22,5,6,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/blog/marketing-roi,Tablet,West,Enterprise,0.00,0,,,0.00,
E001013,U00265,J00265,S00265_06,2026-02-24 04:04:00,2026-02-24,6,6,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/pricing,Tablet,West,Enterprise,0.47,0,,,0.00,
E001014,U00266,J00266,S00266_01,2026-03-17 22:05:00,2026-03-17,1,6,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/free-trial,Mobile,Central,Enterprise,0.00,0,,,0.00,
E001015,U00266,J00266,S00266_02,2026-03-19 04:53:00,2026-03-19,2,6,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/pricing,Mobile,Central,Enterprise,0.00,0,,,0.00,
E001016,U00266,J00266,S00266_03,2026-03-20 07:45:00,2026-03-20,3,6,Google Ads,paid_search,high_intent_keywords,Decision,ad_click,google,cpc,high_intent_keywords,/features,Mobile,Central,Enterprise,3.58,0,,,0.00,
E001017,U00266,J00266,S00266_04,2026-03-20 11:55:00,2026-03-20,4,6,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/pricing,Mobile,Central,Enterprise,0.00,0,,,0.00,
E001018,U00266,J00266,S00266_05,2026-03-21 18:28:00,2026-03-21,5,6,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/blog/marketing-roi,Mobile,Central,Enterprise,1.86,0,,,0.00,
E001019,U00266,J00266,S00266_06,2026-03-22 06:40:00,2026-03-22,6,6,Email,owned,abandoned_cart,Purchase,conversion,mailchimp,email,abandoned_cart,/demo,Mobile,Central,Enterprise,0.05,1,C00102,2026-03-22 06:40:00,956.03,new
E001020,U00267,J00267,S00267_01,2026-04-08 11:16:00,2026-04-08,1,1,Google Ads,paid_search,brand_search,Purchase,conversion,google,cpc,brand_search,/pricing,Desktop,West,Enterprise,1.04,1,C00103,2026-04-08 11:16:00,1050.23,new
E001021,U00268,J00268,S00268_01,2026-03-28 20:06:00,2026-03-28,1,4,Google Ads,paid_search,high_intent_keywords,Decision,ad_click,google,cpc,high_intent_keywords,/free-trial,Desktop,North,Professional,0.96,0,,,0.00,
E001022,U00268,J00268,S00268_02,2026-03-30 00:44:00,2026-03-30,2,4,Email,owned,trial_nurture,Decision,email_click,mailchimp,email,trial_nurture,/blog/marketing-roi,Desktop,North,Professional,0.05,0,,,0.00,
E001023,U00268,J00268,S00268_03,2026-03-31 02:07:00,2026-03-31,3,4,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/demo,Tablet,North,Professional,0.00,0,,,0.00,
E001024,U00268,J00268,S00268_04,2026-04-01 07:31:00,2026-04-01,4,4,Email,owned,trial_nurture,Decision,email_click,mailchimp,email,trial_nurture,/pricing,Desktop,North,Professional,0.07,0,,,0.00,
E001025,U00269,J00269,S00269_01,2026-04-24 22:08:00,2026-04-24,1,5,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/free-trial,Mobile,North,Enterprise,1.09,0,,,0.00,
E001026,U00269,J00269,S00269_02,2026-04-26 08:40:00,2026-04-26,2,5,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/blog/marketing-roi,Mobile,North,Enterprise,4.75,0,,,0.00,
E001027,U00269,J00269,S00269_03,2026-04-27 12:35:00,2026-04-27,3,5,Google Ads,paid_search,high_intent_keywords,Decision,search_click,google,cpc,high_intent_keywords,/demo,Mobile,North,Enterprise,2.79,0,,,0.00,
E001028,U00269,J00269,S00269_04,2026-04-28 18:22:00,2026-04-28,4,5,Email,owned,newsletter,Decision,email_click,mailchimp,email,newsletter,/features,Tablet,North,Enterprise,0.05,0,,,0.00,
E001029,U00269,J00269,S00269_05,2026-04-29 05:08:00,2026-04-29,5,5,LinkedIn Ads,paid_social,saas_trial,Consideration,ad_click,linkedin,cpc,saas_trial,/free-trial,Tablet,North,Enterprise,3.78,0,,,0.00,
E001030,U00270,J00270,S00270_01,2026-04-12 09:19:00,2026-04-12,1,4,TikTok Ads,paid_social,ugc_demo,Awareness,video_view,tiktok,cpc,ugc_demo,/demo,Tablet,Central,Starter,0.21,0,,,0.00,
E001031,U00270,J00270,S00270_02,2026-04-14 08:03:00,2026-04-14,2,4,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/blog/marketing-roi,Mobile,Central,Starter,1.15,0,,,0.00,
E001032,U00270,J00270,S00270_03,2026-04-15 02:49:00,2026-04-15,3,4,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/free-trial,Tablet,Central,Starter,1.61,0,,,0.00,
E001033,U00270,J00270,S00270_04,2026-04-16 13:54:00,2026-04-16,4,4,Direct,direct,saved_link,Purchase,conversion,direct,none,saved_link,/free-trial,Tablet,Central,Starter,0.00,1,C00104,2026-04-16 13:54:00,131.43,returning
E001034,U00271,J00271,S00271_01,2026-02-18 22:45:00,2026-02-18,1,4,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/demo,Mobile,West,Professional,0.00,0,,,0.00,
E001035,U00271,J00271,S00271_02,2026-02-19 20:50:00,2026-02-19,2,4,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/pricing,Mobile,West,Professional,3.00,0,,,0.00,
E001036,U00271,J00271,S00271_03,2026-02-20 09:44:00,2026-02-20,3,4,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/free-trial,Mobile,West,Professional,0.99,0,,,0.00,
E001037,U00271,J00271,S00271_04,2026-02-21 14:11:00,2026-02-21,4,4,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/free-trial,Mobile,West,Professional,1.36,0,,,0.00,
E001038,U00272,J00272,S00272_01,2026-04-20 15:20:00,2026-04-20,1,2,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/case-studies,Mobile,South,Starter,1.76,0,,,0.00,
E001039,U00272,J00272,S00272_02,2026-04-21 15:39:00,2026-04-21,2,2,Email,owned,abandoned_cart,Purchase,conversion,mailchimp,email,abandoned_cart,/case-studies,Mobile,South,Starter,0.04,1,C00105,2026-04-21 15:39:00,117.81,new
E001040,U00273,J00273,S00273_01,2026-02-07 19:24:00,2026-02-07,1,4,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/demo,Tablet,North,Starter,0.00,0,,,0.00,
E001041,U00273,J00273,S00273_02,2026-02-09 00:43:00,2026-02-09,2,4,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/pricing,Tablet,North,Starter,0.00,0,,,0.00,
E001042,U00273,J00273,S00273_03,2026-02-10 02:10:00,2026-02-10,3,4,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/features,Tablet,North,Starter,0.00,0,,,0.00,
E001043,U00273,J00273,S00273_04,2026-02-11 00:28:00,2026-02-11,4,4,Organic Search,organic,seo_blog,Purchase,conversion,google,organic,seo_blog,/pricing,Tablet,North,Starter,0.00,1,C00106,2026-02-11 00:28:00,94.58,returning
E001044,U00274,J00274,S00274_01,2026-04-14 08:54:00,2026-04-14,1,5,Meta Ads,paid_social,interest_stack,Awareness,video_click,meta,cpc,interest_stack,/demo,Desktop,East,Starter,0.96,0,,,0.00,
E001045,U00274,J00274,S00274_02,2026-04-15 01:41:00,2026-04-15,2,5,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/case-studies,Desktop,East,Starter,0.00,0,,,0.00,
E001046,U00274,J00274,S00274_03,2026-04-15 15:05:00,2026-04-15,3,5,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/pricing,Desktop,East,Starter,0.00,0,,,0.00,
E001047,U00274,J00274,S00274_04,2026-04-17 01:16:00,2026-04-17,4,5,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/free-trial,Desktop,East,Starter,0.00,0,,,0.00,
E001048,U00274,J00274,S00274_05,2026-04-17 14:56:00,2026-04-17,5,5,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/pricing,Desktop,East,Starter,0.00,0,,,0.00,
E001049,U00275,J00275,S00275_01,2026-01-23 18:47:00,2026-01-23,1,4,Email,owned,newsletter,Decision,email_click,mailchimp,email,newsletter,/case-studies,Mobile,West,Enterprise,0.07,0,,,0.00,
E001050,U00275,J00275,S00275_02,2026-01-25 15:28:00,2026-01-25,2,4,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/pricing,Mobile,West,Enterprise,1.66,0,,,0.00,
E001051,U00275,J00275,S00275_03,2026-01-27 14:26:00,2026-01-27,3,4,LinkedIn Ads,paid_social,b2b_leads,Consideration,lead_form_view,linkedin,cpc,b2b_leads,/case-studies,Mobile,West,Enterprise,2.22,0,,,0.00,
E001052,U00275,J00275,S00275_04,2026-01-29 07:37:00,2026-01-29,4,4,LinkedIn Ads,paid_social,saas_trial,Consideration,lead_form_view,linkedin,cpc,saas_trial,/demo,Mobile,West,Enterprise,2.31,0,,,0.00,
E001053,U00276,J00276,S00276_01,2026-04-12 16:11:00,2026-04-12,1,1,LinkedIn Ads,paid_social,saas_trial,Consideration,lead_form_view,linkedin,cpc,saas_trial,/free-trial,Mobile,West,Starter,1.48,0,,,0.00,
E001054,U00277,J00277,S00277_01,2026-04-07 20:13:00,2026-04-07,1,5,Meta Ads,paid_social,interest_stack,Awareness,video_click,meta,cpc,interest_stack,/pricing,Desktop,North,Professional,1.85,0,,,0.00,
E001055,U00277,J00277,S00277_02,2026-04-09 12:26:00,2026-04-09,2,5,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/pricing,Desktop,North,Professional,0.00,0,,,0.00,
E001056,U00277,J00277,S00277_03,2026-04-09 23:58:00,2026-04-09,3,5,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/case-studies,Desktop,North,Professional,1.19,0,,,0.00,
E001057,U00277,J00277,S00277_04,2026-04-10 23:00:00,2026-04-10,4,5,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/case-studies,Desktop,North,Professional,0.00,0,,,0.00,
E001058,U00277,J00277,S00277_05,2026-04-11 11:36:00,2026-04-11,5,5,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/free-trial,Desktop,North,Professional,3.40,0,,,0.00,
E001059,U00278,J00278,S00278_01,2026-01-31 08:12:00,2026-01-31,1,2,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/free-trial,Desktop,South,Professional,0.00,0,,,0.00,
E001060,U00278,J00278,S00278_02,2026-01-31 20:58:00,2026-01-31,2,2,Email,owned,newsletter,Decision,email_click,mailchimp,email,newsletter,/case-studies,Mobile,South,Professional,0.04,0,,,0.00,
E001061,U00279,J00279,S00279_01,2026-03-28 14:44:00,2026-03-28,1,4,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/case-studies,Mobile,South,Starter,0.00,0,,,0.00,
E001062,U00279,J00279,S00279_02,2026-03-30 13:25:00,2026-03-30,2,4,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/features,Mobile,South,Starter,0.00,0,,,0.00,
E001063,U00279,J00279,S00279_03,2026-03-31 14:15:00,2026-03-31,3,4,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/pricing,Mobile,South,Starter,1.53,0,,,0.00,
E001064,U00279,J00279,S00279_04,2026-04-02 13:50:00,2026-04-02,4,4,LinkedIn Ads,paid_social,decision_makers,Consideration,ad_click,linkedin,cpc,decision_makers,/blog/marketing-roi,Mobile,South,Starter,2.54,0,,,0.00,
E001065,U00280,J00280,S00280_01,2026-02-05 08:06:00,2026-02-05,1,2,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/free-trial,Tablet,West,Starter,0.00,0,,,0.00,
E001066,U00280,J00280,S00280_02,2026-02-06 07:43:00,2026-02-06,2,2,Direct,direct,saved_link,Decision,direct_visit,direct,none,saved_link,/free-trial,Tablet,West,Starter,0.00,0,,,0.00,
E001067,U00281,J00281,S00281_01,2026-02-04 17:06:00,2026-02-04,1,4,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/features,Desktop,North,Enterprise,0.00,0,,,0.00,
E001068,U00281,J00281,S00281_02,2026-02-05 13:06:00,2026-02-05,2,4,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/case-studies,Desktop,North,Enterprise,0.00,0,,,0.00,
E001069,U00281,J00281,S00281_03,2026-02-06 17:42:00,2026-02-06,3,4,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/case-studies,Desktop,North,Enterprise,0.00,0,,,0.00,
E001070,U00281,J00281,S00281_04,2026-02-08 17:20:00,2026-02-08,4,4,LinkedIn Ads,paid_social,decision_makers,Purchase,conversion,linkedin,cpc,decision_makers,/blog/marketing-roi,Desktop,North,Enterprise,2.81,1,C00107,2026-02-08 17:20:00,919.31,new
E001071,U00282,J00282,S00282_01,2026-02-24 16:45:00,2026-02-24,1,4,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/demo,Desktop,South,Professional,0.58,0,,,0.00,
E001072,U00282,J00282,S00282_02,2026-02-26 08:48:00,2026-02-26,2,4,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/pricing,Mobile,South,Professional,3.20,0,,,0.00,
E001073,U00282,J00282,S00282_03,2026-02-28 08:20:00,2026-02-28,3,4,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/features,Desktop,South,Professional,0.00,0,,,0.00,
E001074,U00282,J00282,S00282_04,2026-03-02 08:16:00,2026-03-02,4,4,Email,owned,newsletter,Purchase,conversion,mailchimp,email,newsletter,/demo,Tablet,South,Professional,0.02,1,C00108,2026-03-02 08:16:00,314.92,returning
E001075,U00283,J00283,S00283_01,2026-03-10 19:22:00,2026-03-10,1,1,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/free-trial,Tablet,South,Professional,0.00,0,,,0.00,
E001076,U00284,J00284,S00284_01,2026-04-08 16:57:00,2026-04-08,1,2,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/features,Desktop,South,Starter,1.19,0,,,0.00,
E001077,U00284,J00284,S00284_02,2026-04-09 04:18:00,2026-04-09,2,2,Direct,direct,direct_visit,Decision,direct_visit,direct,none,direct_visit,/blog/marketing-roi,Desktop,South,Starter,0.00,0,,,0.00,
E001078,U00285,J00285,S00285_01,2026-04-05 18:36:00,2026-04-05,1,3,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/free-trial,Desktop,West,Starter,0.00,0,,,0.00,
E001079,U00285,J00285,S00285_02,2026-04-06 01:58:00,2026-04-06,2,3,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/pricing,Desktop,West,Starter,1.59,0,,,0.00,
E001080,U00285,J00285,S00285_03,2026-04-06 17:23:00,2026-04-06,3,3,Meta Ads,paid_social,retargeting,Purchase,conversion,meta,cpc,retargeting,/pricing,Desktop,West,Starter,1.31,1,C00109,2026-04-06 17:23:00,115.98,returning
E001081,U00286,J00286,S00286_01,2026-04-27 15:00:00,2026-04-27,1,6,TikTok Ads,paid_social,creator_spark,Awareness,ad_click,tiktok,cpc,creator_spark,/features,Mobile,South,Starter,0.46,0,,,0.00,
E001082,U00286,J00286,S00286_02,2026-04-28 23:10:00,2026-04-28,2,6,Google Ads,paid_search,high_intent_keywords,Decision,search_click,google,cpc,high_intent_keywords,/case-studies,Mobile,South,Starter,0.67,0,,,0.00,
E001083,U00286,J00286,S00286_03,2026-04-29 15:28:00,2026-04-29,3,6,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/pricing,Mobile,South,Starter,2.99,0,,,0.00,
E001084,U00286,J00286,S00286_04,2026-04-30 07:58:00,2026-04-30,4,6,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/features,Mobile,South,Starter,0.00,0,,,0.00,
E001085,U00286,J00286,S00286_05,2026-05-01 19:49:00,2026-05-01,5,6,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/features,Mobile,South,Starter,0.00,0,,,0.00,
E001086,U00286,J00286,S00286_06,2026-05-02 23:57:00,2026-05-02,6,6,Google Ads,paid_search,brand_search,Purchase,conversion,google,cpc,brand_search,/blog/marketing-roi,Mobile,South,Starter,1.05,1,C00110,2026-05-02 23:57:00,102.68,new
E001087,U00287,J00287,S00287_01,2026-03-28 21:21:00,2026-03-28,1,5,TikTok Ads,paid_social,short_video_awareness,Awareness,video_view,tiktok,cpc,short_video_awareness,/case-studies,Tablet,West,Professional,0.35,0,,,0.00,
E001088,U00287,J00287,S00287_02,2026-03-29 16:38:00,2026-03-29,2,5,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/case-studies,Tablet,West,Professional,0.00,0,,,0.00,
E001089,U00287,J00287,S00287_03,2026-03-30 09:08:00,2026-03-30,3,5,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/demo,Tablet,West,Professional,0.00,0,,,0.00,
E001090,U00287,J00287,S00287_04,2026-04-01 05:48:00,2026-04-01,4,5,Google Ads,paid_search,brand_search,Decision,ad_click,google,cpc,brand_search,/blog/marketing-roi,Desktop,West,Professional,1.91,0,,,0.00,
E001091,U00287,J00287,S00287_05,2026-04-02 12:49:00,2026-04-02,5,5,Email,owned,newsletter,Purchase,conversion,mailchimp,email,newsletter,/free-trial,Tablet,West,Professional,0.04,1,C00111,2026-04-02 12:49:00,297.43,new
E001092,U00288,J00288,S00288_01,2026-02-13 14:30:00,2026-02-13,1,4,Meta Ads,paid_social,lookalike_1pct,Awareness,video_click,meta,cpc,lookalike_1pct,/pricing,Desktop,North,Professional,0.88,0,,,0.00,
E001093,U00288,J00288,S00288_02,2026-02-13 18:33:00,2026-02-13,2,4,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/blog/marketing-roi,Desktop,North,Professional,0.00,0,,,0.00,
E001094,U00288,J00288,S00288_03,2026-02-15 12:39:00,2026-02-15,3,4,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/blog/marketing-roi,Desktop,North,Professional,2.54,0,,,0.00,
E001095,U00288,J00288,S00288_04,2026-02-17 10:39:00,2026-02-17,4,4,Organic Search,organic,seo_blog,Purchase,conversion,google,organic,seo_blog,/blog/marketing-roi,Desktop,North,Professional,0.00,1,C00112,2026-02-17 10:39:00,294.40,new
E001096,U00289,J00289,S00289_01,2026-03-09 17:23:00,2026-03-09,1,3,TikTok Ads,paid_social,creator_spark,Awareness,video_view,tiktok,cpc,creator_spark,/free-trial,Mobile,South,Starter,0.35,0,,,0.00,
E001097,U00289,J00289,S00289_02,2026-03-11 11:21:00,2026-03-11,2,3,Direct,direct,direct_visit,Decision,direct_visit,direct,none,direct_visit,/case-studies,Mobile,South,Starter,0.00,0,,,0.00,
E001098,U00289,J00289,S00289_03,2026-03-11 21:25:00,2026-03-11,3,3,Referral,referral,partner_site,Consideration,referral_visit,partner,referral,partner_site,/blog/marketing-roi,Mobile,South,Starter,0.00,0,,,0.00,
E001099,U00290,J00290,S00290_01,2026-04-03 10:02:00,2026-04-03,1,7,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/blog/marketing-roi,Desktop,South,Professional,0.00,0,,,0.00,
E001100,U00290,J00290,S00290_02,2026-04-03 22:00:00,2026-04-03,2,7,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/free-trial,Desktop,South,Professional,3.11,0,,,0.00,
